customer_id,age,gender,education,employment_status, annual_income ,marital_status,number_of_children,region,annual_spending,credit_score,loyalty_years,payment_type,online_shopper,churn
5886.00,58.00,Female,High School,Employed,41968.82,Single,0.00,Urban,16441.19,507.00,31.00,Credit Card,No,No
5887.00,29.00,Male,Bachelor,Employed,44438.12,Single,0.00,Urban,18627.36,434.00,7.00,Credit Card,Yes,No
5888.00,27.00,Female,Diploma,Employed,32975.00,Single,0.00,Urban,13024.11,387.00,4.00,Credit Card,No,Yes
5889.00,18.00,Male,Bachelor,Employed,56895.93,Single,0.00,Urban,10399.75,434.00,0.00,Mobile Money,No,No
5890.00,33.00,Female,Diploma,Employed,38777.62,Married,0.00,Urban,7629.45,487.00,11.00,Credit Card,No,No
5891.00,35.00,Female,Bachelor,Employed,62741.16,Married,0.00,Urban,22275.36,463.00,13.00,Credit Card,Yes,No
5892.00,46.00,Female,High School,Self-Employed,25290.45,Married,0.00,Rural,11507.72,459.00,27.00,Credit Card,Yes,No
5893.00,21.00,Female,High School,Employed,29464.43,Single,0.00,Suburban,8504.00,369.00,0.00,Credit Card,Yes,No
5894.00,19.00,Female,Bachelor,Employed,53503.91,Single,0.00,Urban,20350.22,459.00,0.00,Debit Card,Yes,No
5895.00,43.00,Male,High School,Student,5000.00,Married,2.00,Urban,8207.17,403.00,23.00,Debit Card,No,No
5896.00,50.00,Male,Bachelor,Self-Employed,73029.28,Single,0.00,Rural,19686.18,593.00,24.00,Debit Card,No,No
5897.00,19.00,Male,Bachelor,Employed,54265.73,Single,0.00,Urban,24291.00,424.00,0.00,Credit Card,Yes,No
5898.00,50.00,Female,PhD,Employed,88927.40,Married,2.00,Rural,23138.66,574.00,23.00,Credit Card,No,No
5899.00,38.00,Female,Master,Self-Employed,77402.37,Married,2.00,Suburban,18601.53,499.00,15.00,Credit Card,Yes,No
5900.00,51.00,Female,Diploma,Employed,37041.08,Married,2.00,Suburban,7321.04,492.00,33.00,Debit Card,No,No
5901.00,37.00,Female,Bachelor,Employed,46826.98,Single,0.00,Suburban,21258.32,484.00,11.00,Debit Card,No,No
5902.00,18.00,Female,High School,Self-Employed,42910.13,Single,0.00,Urban,5461.78,392.00,0.00,Credit Card,Yes,Yes
5903.00,36.00,Male,Diploma,Employed,48262.53,Single,0.00,Urban,16080.08,377.00,9.00,Debit Card,Yes,No
5904.00,50.00,Male,Bachelor,Employed,68440.49,Married,3.00,Suburban,32944.03,501.00,24.00,Credit Card,No,No
5905.00,27.00,Male,Bachelor,Employed,58472.43,Single,0.00,Rural,11706.58,399.00,4.00,Debit Card,No,No
5906.00,33.00,Female,Diploma,Employed,37286.25,Single,0.00,Suburban,16201.32,410.00,14.00,Debit Card,No,No
5907.00,35.00,Male,High School,Student,5000.00,Married,1.00,Suburban,5480.96,342.00,15.00,Credit Card,No,No
5908.00,18.00,Female,Master,Employed,73925.18,Single,0.00,Rural,15989.14,485.00,0.00,Debit Card,No,No
5909.00,58.00,Female,Diploma,Employed,41606.91,Married,2.00,Urban,15546.97,482.00,33.00,Debit Card,Yes,No
5910.00,27.00,Male,Master,Self-Employed,82606.33,Single,0.00,Suburban,22087.58,510.00,1.00,Debit Card,No,No
5911.00,44.00,Male,Bachelor,Employed,52903.37,Single,0.00,Urban,8229.32,488.00,18.00,Debit Card,No,No
5912.00,36.00,Male,Diploma,Employed,49369.52,Married,2.00,Urban,20842.98,472.00,18.00,Mobile Money,No,No
5913.00,53.00,Male,High School,Employed,26545.22,Married,3.00,Suburban,11918.87,452.00,27.00,Credit Card,Yes,No
5914.00,42.00,Female,High School,Employed,40773.41,Married,1.00,Suburban,14561.32,465.00,16.00,Debit Card,Yes,No
5915.00,35.00,Male,Master,Self-Employed,85457.09,Single,0.00,Urban,24235.69,529.00,16.00,Mobile Money,Yes,No
5916.00,27.00,Female,Master,Employed,67056.95,Single,0.00,Urban,31548.95,481.00,9.00,Credit Card,Yes,No
5917.00,47.00,Female,Bachelor,Employed,48717.85,Single,0.00,Urban,8652.84,442.00,29.00,Credit Card,No,No
5918.00,18.00,Male,Diploma,Student,6763.80,Married,2.00,Rural,1000.00,300.00,0.00,Credit Card,No,No
5919.00,45.00,Female,Bachelor,Employed,59026.93,Married,1.00,Urban,31040.35,520.00,27.00,Debit Card,No,No
5920.00,24.00,Female,Diploma,Employed,36983.90,Married,0.00,Urban,7396.77,410.00,3.00,Mobile Money,No,No
5921.00,53.00,Female,Bachelor,Employed,61802.68,Married,1.00,Urban,23074.07,548.00,26.00,Credit Card,Yes,No
5922.00,39.00,Male,Diploma,Employed,36584.33,Married,0.00,Urban,7300.89,466.00,18.00,Debit Card,Yes,No
5923.00,45.00,Male,Master,Employed,69001.72,Single,0.00,Suburban,19932.29,521.00,20.00,Credit Card,No,No
5924.00,38.00,Male,Bachelor,Employed,44706.44,Married,0.00,Rural,14245.30,466.00,15.00,Cash,No,No
5925.00,18.00,Male,Diploma,Employed,44475.81,Single,0.00,Suburban,18257.51,452.00,0.00,Debit Card,No,Yes
5926.00,27.00,Female,Master,Employed,67862.59,Married,0.00,Rural,18439.26,492.00,5.00,Debit Card,Yes,No
5927.00,46.00,Female,Diploma,Employed,52630.96,Married,1.00,Rural,11585.55,501.00,20.00,Debit Card,No,No
5928.00,39.00,Female,High School,Self-Employed,41638.48,Married,2.00,Urban,11111.27,409.00,19.00,Debit Card,Yes,No
5929.00,52.00,Male,High School,Self-Employed,36676.00,Married,2.00,Suburban,17185.02,478.00,33.00,Credit Card,Yes,No
5930.00,42.00,Male,Bachelor,Employed,64801.41,Married,0.00,Suburban,16948.16,572.00,23.00,Cash,No,Yes
5931.00,26.00,Female,Master,Student,17240.87,Single,0.00,Suburban,10016.78,390.00,3.00,Credit Card,Yes,Yes
5932.00,28.00,Male,Master,Self-Employed,92066.08,Married,0.00,Rural,19017.15,575.00,4.00,Debit Card,Yes,No
5933.00,39.00,Male,Bachelor,Self-Employed,59101.03,Married,1.00,Suburban,16331.26,507.00,14.00,Mobile Money,No,No
5934.00,18.00,Female,High School,Employed,33689.51,Single,0.00,Urban,9750.37,392.00,0.00,Debit Card,Yes,No
5935.00,58.00,Male,High School,Unemployed,13021.77,Married,3.00,Suburban,6833.64,445.00,38.00,Debit Card,No,No
5936.00,43.00,Female,Diploma,Student,5000.00,Married,1.00,Suburban,5117.37,452.00,16.00,Debit Card,Yes,No
5937.00,52.00,Male,Master,Employed,82053.00,Married,1.00,Suburban,25435.89,626.00,31.00,Credit Card,Yes,No
5938.00,19.00,Female,PhD,Self-Employed,98717.34,Single,0.00,Urban,32414.02,534.00,0.00,Debit Card,No,No
5939.00,52.00,Female,High School,Self-Employed,25608.30,Married,3.00,Urban,5713.51,418.00,25.00,Debit Card,Yes,No
5940.00,64.00,Male,Bachelor,Employed,32210.52,Married,5.00,Rural,7528.65,517.00,37.00,Credit Card,No,No
5941.00,22.00,Female,Bachelor,Employed,58790.85,Single,0.00,Urban,13738.02,480.00,3.00,Credit Card,No,No
5942.00,47.00,Female,High School,Employed,16855.48,Married,3.00,Urban,7393.43,440.00,20.00,Mobile Money,No,No
5943.00,38.00,Female,Bachelor,Employed,50864.64,Married,3.00,Urban,14856.03,468.00,15.00,Debit Card,Yes,No
5944.00,19.00,Male,Master,Employed,76702.95,Single,0.00,Urban,18411.39,444.00,0.00,Mobile Money,Yes,No
5945.00,43.00,Female,Diploma,Employed,41536.42,Married,2.00,Urban,22111.16,441.00,18.00,Credit Card,Yes,Yes
5946.00,48.00,Male,Master,Self-Employed,79010.42,Married,0.00,Rural,22554.32,537.00,30.00,Debit Card,No,No
5947.00,30.00,Female,High School,Student,5000.00,Single,0.00,Rural,1000.00,387.00,12.00,Credit Card,Yes,No
5948.00,51.00,Female,High School,Employed,29139.10,Single,0.00,Urban,14494.87,421.00,24.00,Debit Card,Yes,No
5949.00,18.00,Female,High School,Employed,36842.20,Single,0.00,Suburban,5958.68,416.00,0.00,Debit Card,No,Yes
5950.00,20.00,Female,Master,Employed,75606.69,Single,0.00,Suburban,34481.02,405.00,0.00,Debit Card,No,No
5951.00,39.00,Male,Diploma,Unemployed,26294.25,Married,1.00,Urban,4256.51,498.00,20.00,Debit Card,Yes,No
5952.00,38.00,Male,Bachelor,Employed,49772.33,Single,0.00,Suburban,17398.51,495.00,17.00,Credit Card,Yes,No
5953.00,29.00,Female,Bachelor,Self-Employed,55463.73,Married,0.00,Urban,22124.34,452.00,6.00,Mobile Money,No,No
5954.00,47.00,Female,Diploma,Employed,42479.61,Married,2.00,Suburban,12982.73,493.00,27.00,Credit Card,No,No
5955.00,44.00,Male,Master,Employed,71691.37,Married,1.00,Rural,37018.70,510.00,26.00,Credit Card,Yes,No
5956.00,48.00,Male,Diploma,Employed,39961.12,Married,2.00,Rural,19954.66,465.00,22.00,Debit Card,No,No
5957.00,36.00,Female,Master,Employed,64028.82,Married,1.00,Suburban,27376.58,467.00,12.00,Debit Card,Yes,No
5958.00,45.00,Female,High School,Self-Employed,14772.97,Married,3.00,Rural,10016.17,453.00,26.00,Credit Card,No,No
5959.00,32.00,Male,Bachelor,Employed,46947.09,Single,0.00,Suburban,22190.63,477.00,6.00,Credit Card,No,No
5960.00,62.00,Male,Bachelor,Employed,59456.55,Married,5.00,Suburban,15051.78,568.00,41.00,Credit Card,Yes,No
5961.00,28.00,Female,Master,Unemployed,23271.71,Single,0.00,Urban,2890.45,450.00,5.00,Cash,Yes,No
5962.00,63.00,Female,High School,Employed,37722.11,Married,2.00,Urban,16586.47,525.00,38.00,Credit Card,No,No
5963.00,38.00,Female,Bachelor,Employed,57761.46,Single,0.00,Suburban,16135.66,455.00,17.00,Mobile Money,Yes,No
5964.00,21.00,Male,Diploma,Student,13888.14,Single,0.00,Rural,5420.32,354.00,0.00,Credit Card,Yes,No
5965.00,54.00,Female,Diploma,Employed,46117.86,Single,0.00,Suburban,18057.51,486.00,30.00,Cash,No,No
5966.00,39.00,Female,High School,Unemployed,9163.80,Single,0.00,Suburban,3165.82,377.00,17.00,Debit Card,Yes,No
5967.00,48.00,Male,High School,Unemployed,9219.99,Married,1.00,Urban,9155.56,399.00,27.00,Credit Card,Yes,No
5968.00,52.00,Female,Master,Employed,46729.10,Single,0.00,Rural,19564.25,469.00,26.00,Debit Card,No,Yes
5969.00,42.00,Female,Bachelor,Employed,49747.33,Married,1.00,Suburban,20193.88,544.00,18.00,Credit Card,Yes,No
5970.00,30.00,Male,Diploma,Employed,35092.78,Married,0.00,Urban,12744.00,426.00,11.00,Debit Card,Yes,No
5971.00,49.00,Female,Master,Employed,69129.57,Married,1.00,Rural,20587.57,548.00,31.00,Mobile Money,No,No
5972.00,38.00,Female,High School,Self-Employed,28557.29,Single,0.00,Rural,12031.39,452.00,12.00,Credit Card,No,No
5973.00,46.00,Female,Bachelor,Employed,62500.51,Married,3.00,Urban,19039.63,551.00,26.00,Mobile Money,No,No
5974.00,18.00,Female,Master,Employed,62947.92,Single,0.00,Suburban,12435.98,480.00,0.00,Debit Card,Yes,No
5975.00,43.00,Male,Master,Employed,78819.46,Married,2.00,Urban,25105.89,538.00,17.00,Credit Card,No,No
5976.00,30.00,Male,Diploma,Employed,32310.76,Single,0.00,Rural,12217.03,432.00,7.00,Credit Card,Yes,No
5977.00,57.00,Female,Bachelor,Self-Employed,61169.76,Married,0.00,Urban,27445.93,524.00,38.00,Mobile Money,Yes,No
5978.00,45.00,Female,Diploma,Self-Employed,42561.50,Married,1.00,Rural,9303.63,478.00,23.00,Mobile Money,Yes,No
5979.00,40.00,Male,Master,Self-Employed,80030.13,Single,0.00,Urban,15138.19,580.00,17.00,Debit Card,No,No
5980.00,43.00,Female,Bachelor,Unemployed,25929.10,Married,1.00,Rural,9828.11,391.00,19.00,Credit Card,Yes,No
5981.00,26.00,Male,Bachelor,Employed,52383.32,Married,0.00,Urban,16494.31,492.00,5.00,Cash,Yes,Yes
5982.00,57.00,Female,High School,Employed,27586.75,Married,5.00,Suburban,7224.94,473.00,38.00,Cash,Yes,No
5983.00,61.00,Male,Bachelor,Employed,49065.63,Married,5.00,Urban,15381.98,487.00,35.00,Debit Card,No,No
5984.00,42.00,Male,Bachelor,Student,8921.65,Married,0.00,Urban,6292.49,399.00,15.00,Debit Card,No,No
5985.00,57.00,Female,Bachelor,Employed,56731.59,Single,0.00,Urban,12369.15,496.00,36.00,Credit Card,No,Yes
5986.00,31.00,Female,Bachelor,Student,9278.71,Single,0.00,Urban,1000.00,378.00,7.00,Cash,No,No
5987.00,28.00,Female,Master,Self-Employed,82797.67,Married,0.00,Suburban,19179.45,507.00,10.00,Mobile Money,No,No
5988.00,38.00,Female,Bachelor,Self-Employed,74128.24,Single,0.00,Rural,23512.52,536.00,18.00,Debit Card,No,No
5989.00,43.00,Female,High School,Employed,32189.20,Married,1.00,Urban,6781.55,425.00,18.00,Cash,Yes,No
5990.00,33.00,Female,Master,Employed,60792.92,Married,0.00,Urban,11445.74,479.00,8.00,Credit Card,No,No
5991.00,44.00,Female,High School,Employed,29317.88,Single,0.00,Urban,11492.91,458.00,23.00,Debit Card,No,No
5992.00,41.00,Female,Bachelor,Employed,50693.20,Married,0.00,Rural,20554.06,480.00,15.00,Cash,No,Yes
5993.00,26.00,Male,Master,Student,18168.21,Married,0.00,Urban,5655.75,391.00,3.00,Credit Card,Yes,Yes
5994.00,44.00,Female,High School,Self-Employed,36823.52,Married,4.00,Urban,11940.03,483.00,18.00,Debit Card,Yes,No
5995.00,48.00,Male,Master,Unemployed,30042.49,Married,3.00,Rural,10431.73,414.00,28.00,Cash,No,No
5996.00,40.00,Female,Bachelor,Employed,49079.67,Single,0.00,Urban,7733.07,517.00,16.00,Cash,No,No
5997.00,51.00,Male,Bachelor,Employed,53460.64,Married,2.00,Urban,22349.38,488.00,28.00,Credit Card,No,No
5998.00,23.00,Female,Diploma,Self-Employed,39487.09,Single,0.00,Suburban,17946.20,398.00,1.00,Mobile Money,No,No
5999.00,43.00,Female,Diploma,Employed,39665.58,Married,1.00,Suburban,18333.85,462.00,20.00,Credit Card,No,No
6000.00,23.00,Female,PhD,Unemployed,14707.35,Single,0.00,Suburban,4871.95,351.00,5.00,Credit Card,Yes,No
6001.00,24.00,Female,High School,Self-Employed,38571.88,Single,0.00,Urban,19801.21,418.00,0.00,Debit Card,Yes,No
6002.00,30.00,Female,Bachelor,Employed,54556.32,Married,1.00,Urban,12294.93,447.00,6.00,Credit Card,Yes,No
6003.00,26.00,Male,High School,Self-Employed,37241.48,Single,0.00,Rural,24857.30,416.00,0.00,Debit Card,No,No
6004.00,31.00,Female,High School,Self-Employed,42305.08,Single,0.00,Suburban,11685.88,478.00,6.00,Cash,No,No
6005.00,35.00,Male,Bachelor,Employed,56798.42,Married,0.00,Urban,29728.27,516.00,17.00,Credit Card,No,No
6006.00,48.00,Female,Diploma,Employed,29785.78,Married,2.00,Suburban,5102.42,377.00,24.00,Credit Card,No,No
6007.00,34.00,Male,PhD,Employed,85553.02,Married,1.00,Urban,33410.40,522.00,12.00,Mobile Money,No,No
6008.00,18.00,Female,Bachelor,Employed,54358.55,Single,0.00,Urban,21203.65,437.00,0.00,Credit Card,Yes,No
6009.00,51.00,Female,Bachelor,Self-Employed,63375.20,Single,0.00,Urban,22284.22,505.00,24.00,Credit Card,Yes,No
6010.00,27.00,Female,High School,Employed,28352.34,Single,0.00,Suburban,7942.63,434.00,3.00,Credit Card,No,Yes
6011.00,37.00,Female,PhD,Self-Employed,120971.62,Married,0.00,Suburban,39807.77,564.00,13.00,Cash,No,Yes
6012.00,43.00,Female,High School,Employed,30802.84,Married,3.00,Suburban,11861.01,479.00,24.00,Debit Card,Yes,No
6013.00,40.00,Male,Bachelor,Student,14058.08,Married,0.00,Urban,10988.23,435.00,22.00,Credit Card,Yes,No
6014.00,51.00,Female,Diploma,Student,5000.00,Married,0.00,Urban,1000.00,412.00,28.00,Mobile Money,Yes,No
6015.00,43.00,Female,Diploma,Self-Employed,53968.04,Married,3.00,Urban,29150.36,485.00,23.00,Mobile Money,No,No
6016.00,27.00,Male,Bachelor,Employed,77815.70,Single,0.00,Rural,38522.73,522.00,5.00,Credit Card,Yes,No
6017.00,64.00,Male,Bachelor,Employed,65765.23,Married,5.00,Urban,31878.49,551.00,46.00,Credit Card,No,No
6018.00,40.00,Male,High School,Employed,26478.48,Single,0.00,Suburban,8433.21,405.00,14.00,Credit Card,Yes,Yes
6019.00,36.00,Female,Diploma,Employed,58248.46,Married,3.00,Urban,27375.03,491.00,16.00,Credit Card,No,No
6020.00,49.00,Male,Bachelor,Employed,55219.97,Single,0.00,Urban,18656.39,525.00,27.00,Mobile Money,No,No
6021.00,40.00,Male,Diploma,Unemployed,14452.37,Married,1.00,Urban,2233.90,379.00,17.00,Mobile Money,Yes,No
6022.00,42.00,Male,High School,Employed,27860.51,Married,1.00,Rural,4989.01,468.00,24.00,Credit Card,Yes,No
6023.00,67.00,Female,Diploma,Employed,37653.45,Married,3.00,Urban,12105.18,536.00,41.00,Mobile Money,Yes,Yes
6024.00,34.00,Female,High School,Employed,12015.24,Married,1.00,Urban,4156.15,393.00,14.00,Debit Card,No,No
6025.00,34.00,Female,High School,Student,12299.95,Married,0.00,Urban,4553.65,384.00,13.00,Debit Card,Yes,No
6026.00,39.00,Female,Diploma,Employed,37624.01,Single,0.00,Urban,17598.94,437.00,19.00,Credit Card,No,No
6027.00,50.00,Male,Bachelor,Employed,53495.51,Married,5.00,Rural,21820.26,491.00,27.00,Cash,No,No
6028.00,19.00,Male,High School,Student,8186.70,Single,0.00,Urban,3576.85,349.00,1.00,Credit Card,No,No
6029.00,18.00,Female,Bachelor,Employed,51683.37,Single,0.00,Suburban,15101.03,398.00,0.00,Credit Card,No,Yes
6030.00,30.00,Male,PhD,Self-Employed,110110.61,Married,0.00,Suburban,25326.84,530.00,11.00,Debit Card,No,No
6031.00,18.00,Male,PhD,Self-Employed,117624.48,Single,0.00,Suburban,23432.21,577.00,0.00,Debit Card,Yes,No
6032.00,32.00,Female,Master,Employed,73238.51,Single,0.00,Urban,29125.17,444.00,11.00,Cash,Yes,No
6033.00,44.00,Male,Diploma,Employed,38772.02,Married,2.00,Urban,12642.13,462.00,26.00,Debit Card,No,No
6034.00,27.00,Female,High School,Unemployed,8012.04,Married,0.00,Urban,8972.59,395.00,7.00,Credit Card,Yes,No
6035.00,20.00,Male,Master,Employed,71604.75,Single,0.00,Urban,18760.63,492.00,0.00,Debit Card,No,Yes
6036.00,38.00,Female,High School,Employed,23342.80,Single,0.00,Urban,5768.79,403.00,15.00,Credit Card,Yes,No
6037.00,48.00,Male,High School,Employed,31662.88,Married,1.00,Rural,1652.81,440.00,30.00,Cash,Yes,No
6038.00,18.00,Male,Bachelor,Employed,60476.57,Single,0.00,Urban,7754.09,434.00,0.00,Credit Card,Yes,No
6039.00,47.00,Male,High School,Employed,30700.13,Single,0.00,Suburban,14386.20,494.00,25.00,Credit Card,Yes,No
6040.00,47.00,Female,Master,Student,10606.94,Married,1.00,Suburban,6450.36,398.00,26.00,Credit Card,Yes,No
6041.00,49.00,Female,Bachelor,Student,8703.17,Married,1.00,Urban,7858.39,389.00,30.00,Mobile Money,No,No
6042.00,52.00,Male,Bachelor,Employed,60217.35,Married,2.00,Urban,28011.30,532.00,31.00,Credit Card,No,No
6043.00,64.00,Female,Master,Employed,61198.59,Married,4.00,Urban,15626.90,603.00,45.00,Mobile Money,Yes,No
6044.00,33.00,Female,High School,Employed,23468.34,Single,0.00,Rural,6418.42,424.00,6.00,Debit Card,No,No
6045.00,39.00,Female,Bachelor,Student,5000.00,Married,4.00,Urban,1000.00,384.00,19.00,Cash,No,No
6046.00,33.00,Female,Diploma,Employed,40271.99,Married,1.00,Urban,21955.73,429.00,15.00,Credit Card,Yes,No
6047.00,38.00,Male,Bachelor,Employed,61895.10,Single,0.00,Suburban,23018.06,467.00,18.00,Debit Card,Yes,No
6048.00,56.00,Female,High School,Unemployed,19651.85,Married,0.00,Urban,10658.89,484.00,38.00,Debit Card,No,Yes
6049.00,21.00,Female,Bachelor,Employed,67389.33,Single,0.00,Suburban,32944.42,495.00,0.00,Debit Card,Yes,No
6050.00,27.00,Male,PhD,Employed,84476.21,Married,0.00,Rural,19264.74,474.00,9.00,Debit Card,Yes,No
6051.00,54.00,Male,High School,Employed,32000.25,Married,5.00,Rural,16707.58,474.00,36.00,Debit Card,No,No
6052.00,50.00,Female,High School,Self-Employed,32781.50,Married,3.00,Urban,9624.78,418.00,23.00,Cash,Yes,No
6053.00,33.00,Female,High School,Self-Employed,49181.15,Married,0.00,Suburban,11125.31,484.00,9.00,Cash,No,No
6054.00,48.00,Female,Diploma,Self-Employed,58427.57,Married,2.00,Urban,18404.91,516.00,29.00,Debit Card,No,No
6055.00,42.00,Female,Diploma,Employed,41344.57,Single,0.00,Urban,14393.00,444.00,21.00,Debit Card,Yes,No
6056.00,56.00,Female,Master,Employed,65045.15,Married,5.00,Rural,12299.73,487.00,38.00,Credit Card,No,No
6057.00,38.00,Male,Diploma,Self-Employed,20415.66,Single,0.00,Suburban,4014.12,456.00,15.00,Credit Card,No,No
6058.00,50.00,Male,Diploma,Unemployed,5000.00,Single,0.00,Rural,1000.00,385.00,30.00,Credit Card,No,No
6059.00,69.00,Male,Bachelor,Employed,40181.66,Married,5.00,Rural,22463.90,492.00,49.00,Credit Card,No,No
6060.00,45.00,Male,Diploma,Employed,28430.14,Married,4.00,Urban,8807.20,388.00,19.00,Mobile Money,Yes,No
6061.00,38.00,Male,Diploma,Self-Employed,63030.78,Married,2.00,Urban,18869.28,494.00,14.00,Mobile Money,Yes,No
6062.00,46.00,Female,Bachelor,Employed,44639.67,Married,0.00,Urban,12685.19,479.00,20.00,Credit Card,No,No
6063.00,33.00,Female,Bachelor,Employed,46512.46,Married,0.00,Suburban,20314.31,391.00,7.00,Debit Card,Yes,No
6064.00,66.00,Female,High School,Employed,22635.81,Married,2.00,Urban,1000.00,504.00,40.00,Credit Card,Yes,No
6065.00,40.00,Female,High School,Student,26788.36,Single,0.00,Suburban,14366.70,441.00,16.00,Credit Card,No,No
6066.00,34.00,Female,High School,Self-Employed,35500.38,Single,0.00,Urban,10423.00,409.00,13.00,Mobile Money,No,No
6067.00,27.00,Female,Diploma,Employed,47953.63,Married,0.00,Urban,14216.34,453.00,5.00,Cash,Yes,No
6068.00,51.00,Female,Diploma,Unemployed,13403.16,Married,1.00,Urban,7433.66,487.00,28.00,Mobile Money,Yes,No
6069.00,48.00,Male,Bachelor,Employed,39124.73,Single,0.00,Suburban,16149.37,480.00,21.00,Cash,Yes,No
6070.00,32.00,Male,Master,Employed,82261.12,Married,0.00,Urban,22154.73,479.00,5.00,Credit Card,Yes,No
6071.00,44.00,Female,High School,Employed,33208.77,Married,2.00,Urban,15687.05,432.00,19.00,Credit Card,Yes,No
6072.00,19.00,Male,Bachelor,Employed,54026.30,Single,0.00,Rural,22373.44,432.00,0.00,Debit Card,No,No
6073.00,40.00,Female,Diploma,Student,22081.02,Single,0.00,Urban,11197.68,420.00,16.00,Credit Card,No,No
6074.00,43.00,Male,Bachelor,Employed,52227.61,Single,0.00,Suburban,14723.53,498.00,21.00,Credit Card,No,No
6075.00,58.00,Female,Bachelor,Employed,53844.68,Married,5.00,Suburban,25244.90,561.00,36.00,Debit Card,Yes,No
6076.00,28.00,Female,Master,Student,11239.18,Married,0.00,Rural,7949.06,398.00,4.00,Mobile Money,Yes,Yes
6077.00,22.00,Male,High School,Employed,38610.33,Single,0.00,Urban,10609.92,430.00,4.00,Cash,Yes,No
6078.00,27.00,Female,High School,Employed,36510.58,Married,1.00,Urban,10617.86,511.00,9.00,Mobile Money,Yes,No
6079.00,21.00,Male,Bachelor,Employed,57228.95,Single,0.00,Rural,29639.71,422.00,0.00,Credit Card,Yes,No
6080.00,54.00,Male,Diploma,Student,5000.00,Married,2.00,Urban,3392.94,400.00,33.00,Credit Card,Yes,No
6081.00,56.00,Male,High School,Employed,27038.13,Married,3.00,Urban,11467.07,472.00,29.00,Credit Card,No,No
6082.00,41.00,Female,High School,Employed,21583.33,Married,2.00,Rural,1454.17,450.00,16.00,Mobile Money,Yes,No
6083.00,52.00,Male,Bachelor,Employed,64282.94,Married,0.00,Urban,33600.57,545.00,25.00,Debit Card,Yes,No
6084.00,39.00,Female,Diploma,Student,5000.00,Married,3.00,Suburban,2916.54,369.00,14.00,Mobile Money,No,No
6085.00,36.00,Male,PhD,Unemployed,39754.97,Married,4.00,Suburban,21273.33,452.00,10.00,Debit Card,No,No
6086.00,34.00,Male,Diploma,Employed,50301.22,Married,0.00,Suburban,13210.10,441.00,9.00,Debit Card,No,No
6087.00,34.00,Female,High School,Unemployed,5000.00,Single,0.00,Urban,4575.82,376.00,16.00,Credit Card,No,No
6088.00,19.00,Male,Bachelor,Unemployed,13168.13,Married,1.00,Urban,1860.09,342.00,0.00,Credit Card,Yes,Yes
6089.00,41.00,Male,High School,Self-Employed,30300.56,Married,1.00,Rural,16915.79,449.00,19.00,Credit Card,Yes,No
6090.00,37.00,Male,Diploma,Self-Employed,51441.87,Single,0.00,Suburban,20261.63,571.00,11.00,Debit Card,Yes,No
6091.00,46.00,Female,Diploma,Employed,51299.59,Married,2.00,Suburban,12292.13,447.00,25.00,Debit Card,No,No
6092.00,39.00,Female,Diploma,Self-Employed,57484.95,Single,0.00,Urban,22646.73,481.00,14.00,Mobile Money,Yes,No
6093.00,36.00,Male,Bachelor,Self-Employed,62536.56,Single,0.00,Suburban,25292.89,504.00,9.00,Debit Card,Yes,No
6094.00,27.00,Male,High School,Employed,40038.46,Married,1.00,Urban,11638.50,411.00,6.00,Mobile Money,Yes,No
6095.00,38.00,Male,Master,Employed,79374.58,Married,2.00,Urban,31560.43,523.00,15.00,Cash,Yes,No
6096.00,46.00,Male,Bachelor,Employed,53489.33,Married,2.00,Rural,26233.21,467.00,23.00,Credit Card,Yes,No
6097.00,24.00,Female,Diploma,Unemployed,11924.33,Single,0.00,Urban,1000.00,391.00,0.00,Cash,Yes,No
6098.00,39.00,Female,High School,Self-Employed,48333.71,Single,0.00,Rural,22670.23,519.00,15.00,Cash,No,No
6099.00,40.00,Female,Diploma,Employed,48466.90,Married,0.00,Rural,7928.82,488.00,20.00,Cash,Yes,No
6100.00,29.00,Male,Diploma,Unemployed,21798.27,Married,0.00,Suburban,7806.08,424.00,11.00,Credit Card,No,No
6101.00,30.00,Female,Bachelor,Self-Employed,86683.07,Single,0.00,Suburban,25295.12,553.00,4.00,Credit Card,Yes,No
6102.00,40.00,Female,High School,Student,10378.14,Married,1.00,Urban,4433.78,387.00,15.00,Credit Card,No,No
6103.00,24.00,Female,Master,Employed,72605.32,Single,0.00,Suburban,22640.12,516.00,0.00,Credit Card,Yes,No
6104.00,42.00,Female,High School,Employed,40863.50,Married,2.00,Suburban,14241.02,448.00,19.00,Credit Card,No,No
6105.00,27.00,Female,Diploma,Self-Employed,63902.57,Single,0.00,Suburban,23618.15,462.00,8.00,Cash,No,No
6106.00,50.00,Female,High School,Employed,25108.85,Married,3.00,Urban,7952.04,394.00,31.00,Debit Card,No,No
6107.00,66.00,Male,Diploma,Employed,38385.13,Married,5.00,Suburban,8693.62,508.00,41.00,Debit Card,No,No
6108.00,27.00,Female,Master,Employed,61851.44,Single,0.00,Suburban,20874.34,513.00,4.00,Debit Card,Yes,No
6109.00,44.00,Male,Bachelor,Self-Employed,68742.00,Married,0.00,Suburban,28983.13,515.00,26.00,Mobile Money,No,No
6110.00,29.00,Female,High School,Employed,37114.07,Single,0.00,Rural,11572.74,406.00,11.00,Cash,No,No
6111.00,50.00,Female,Master,Employed,62408.98,Married,3.00,Suburban,28127.26,551.00,29.00,Debit Card,No,No
